Título,Localización,Fecha,Salario,Formación,Salario_limpio,Salario_min,Salario_max,SalarioPromedio,España,CCAA,Fecha_parsed,Mes,Nivel
Logistica retail leganés,Madrid - España,03/04/2025,14.000 - 17.999 Primera etapa de educación secundaria…,NA,14000-17999,14000,17999,16,SI,Madrid,2025-04-03,abril,NA
"Operations data analytics, hibrido",España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA,2025-04-03,abril,Otros
"Desarrollador-a fullstack, hibrido",Valencia - Comunidad Valenciana - España,03/04/2025,27.000 - 36.000,Otros tipos de formación,27000-36000,27000,36000,32,SI,Comunidad Valenciana,2025-04-03,abril,Otros
Conductores camión cisterna (gasóleo distintos usos),Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
"It specialist, madrid",Madrid - España,03/04/2025,24.000 - 30.000,Otros tipos de formación,24000-30000,24000,30000,27,SI,Madrid,2025-04-03,abril,Otros
"Data manager, madrid",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Senior data engineer azure-databricks, 100% en remoto",España,03/04/2025,39.000 - 48.000,Otros tipos de formación,39000-48000,39000,48000,44,SI,NA,2025-04-03,abril,Otros
"Desarrollador frontend react, madrid",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Arquitecto-experto datos, 100% en remoto",España,03/04/2025,Sin especificar,Enseñanzas universitarias de primer…,,NA,NA,NA,SI,NA,2025-04-03,abril,Universidad
"Arquitecto de aplicaciones .net grupofcc, 100% en remoto",España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,NA,2025-04-03,abril,Sin estudios
"Sage x3 specialist, hibrido",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Otros
"It data manager, hibrido",Alicante - Comunidad Valenciana - España,03/04/2025,45.000 - 54.000,Otros tipos de formación,45000-54000,45000,54000,50,SI,Comunidad Valenciana,2025-04-03,abril,Otros
"Integration architect, scotland",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Technical support engineer, london",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
Expendedor-a-vendedor-a gasolinera,Sta.cruz de Tenerife - Canarias - España,03/04/2025,14.000 - 17.999,Enseñanzas universitarias oficiales de…,14000-17999,14000,17999,16,SI,Canarias,2025-04-03,abril,Universidad
"Senior salesforce engineer, hibrido",Malaga - Andalucia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-03,abril,Otros
"Visualization engineer, rzeczpospolita polska",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"It platform owner, barcelona",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Otros
"Senior software developer, hibrido",España,03/04/2025,Sin especificar,Estudios primarios incompletos,,NA,NA,NA,SI,NA,2025-04-03,abril,Básico
"Ap java micro (kubernetes, aws, azure), 100% en remoto",España,03/04/2025,33.000 - 42.000,Sin estudios,33000-42000,33000,42000,38,SI,NA,2025-04-03,abril,Sin estudios
"Db developer, rzeczpospolita polska",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Desarrollador c#, hibrido",Madrid - España,03/04/2025,33.000 - 45.000,Otros tipos de formación,33000-45000,33000,45000,39,SI,Madrid,2025-04-03,abril,Otros
Montaje y mantenimiento de equipos industriales hostelería.,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
"Dieñador creativo - marketing digital, cádiz",Cadiz - Andalucia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-03,abril,Otros
"Frontend developer react js, 100% en remoto",España,03/04/2025,33.000 - 42.000,Otros tipos de formación,33000-42000,33000,42000,38,SI,NA,2025-04-03,abril,Otros
"Devops, 100% en remoto",España,03/04/2025,39.000 - 54.000,Otros tipos de formación,39000-54000,39000,54000,46,SI,NA,2025-04-03,abril,Otros
"Desarrollador backend .net, hibrido",Alicante - Comunidad Valenciana - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Comunidad Valenciana,2025-04-03,abril,Otros
Operario-a de envasado,Jaen - Andalucia - España,03/04/2025,1.299,Otros tipos de formación,1299,1299,NA,16,SI,Andalucia,2025-04-03,abril,Otros
Oferta publica: auxiliar de ayuda a domicilio,Cadiz - Andalucia - España,03/04/2025,1.300,Enseñanzas universitarias de primer…,1300,1300,NA,16,SI,Andalucia,2025-04-03,abril,Universidad
Oferta publica: tecnico-a especialista patron de barco,Cadiz - Andalucia - España,03/04/2025,2.117,Enseñanzas universitarias de primer…,2117,2117,NA,25,SI,Andalucia,2025-04-03,abril,Universidad
"Back-end developer, republika bulgariya",Bulgaria,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NO,NA,2025-04-03,abril,Otros
"Big data engineer- data engineer, hibrido",España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA,2025-04-03,abril,Otros
"Técnico ciberseguridad, hibrido",Pontevedra - Galicia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-03,abril,Otros
"Fullstack developer (java-angular), hibrido",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Otros
"Presales técnico para xdrnet, barcelona",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Sin estudios
"Consultor-a de negocio -sap brim, madrid",Madrid - España,03/04/2025,48.000 - 60.000,Sin estudios,48000-60000,48000,60000,54,SI,Madrid,2025-04-03,abril,Sin estudios
"Desarrollador php (e-commerce), 100% en remoto",España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA,2025-04-03,abril,Otros
"Ux designer, barcelona",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Otros
"Java backend developer senior, 100% en remoto",España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA,2025-04-03,abril,Otros
"Data architect & analytics, madrid",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Data engineer, madrid",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Software automation, rzeczpospolita polska",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Test engineer, london",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Sap fico consultant, hibrido",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Otros
"Product owner-business analyst, 100% en remoto",España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,NA,2025-04-03,abril,Sin estudios
"Senior servicenow configuration manager, gotlands län",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Sc cleared oracle techno functional, london",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Programador-a senior python, hibrido",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Analista-desarrollador, hibrido",Alicante - Comunidad Valenciana - España,03/04/2025,30.000 - 36.000,Sin estudios,30000-36000,30000,36000,33,SI,Comunidad Valenciana,2025-04-03,abril,Sin estudios
"Programador-a fullstack, 100% en remoto",España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA,2025-04-03,abril,Otros
"Developer fullstack, hibrido",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Programador full stack proyecto ciam, hibrido",Barcelona - Cataluña - España,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,FP/Bachiller
Ayudante de cocina (ref.:1203),Asturias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-03,abril,Otros
"Ap fullstack (java-angular-plsql), málaga",Malaga - Andalucia - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Andalucia,2025-04-03,abril,Sin estudios
"Analista programador en php, presencial",Malta,03/04/2025,30.000 - 30.000,Sin estudios,30000-30000,30000,30000,30,NO,NA,2025-04-03,abril,Sin estudios
"Application architect, london",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
Operario-a de calle para manteminiento de bicicletas eléctricas (ref 1762),Asturias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-03,abril,Otros
Enfermero-a (ref. 34),Asturias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-03,abril,Otros
Operario-a pintura industrial,Barcelona - Cataluña - España,03/04/2025,Sin especificar,Estudios primarios incompletos,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Básico
Técnico-a aa.dd y s.f en vivagym berlin,Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Sin estudios
Tècnic-a de selecció i talent,Barcelona - Cataluña - España,03/04/2025,Sin especificar,Enseñanzas universitarias de primer…,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Universidad
"Business analyst - clm 100% (f-m-d), madrid",Madrid - España,03/04/2025,Sin especificar,Doctorado universitario.,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Doctorado
"Full stack .net software engineer f-m-d, madrid",Madrid - España,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,Madrid,2025-04-03,abril,FP/Bachiller
"Application 2nd level support 100% f-m-d, madrid",Madrid - España,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,Madrid,2025-04-03,abril,FP/Bachiller
Monitores infantiles de sala,Barcelona - Cataluña - España,03/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Universidad
"Devops engineer 100% (f-m-d), madrid",Madrid - España,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,Madrid,2025-04-03,abril,FP/Bachiller
"Security assurance analyst, rzeczpospolita polska",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
"Identity & access management operation, madrid",Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
Técnico-a-a at. sociosanitaria-noche-temporal-leganés,Madrid - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Sin estudios
Técnico-a-a at. sociosanitaria-tarde-temporal-leganés,Madrid - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Sin estudios
Instructor de pilates máquina y suelo (ref.: 1875),Asturias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-03,abril,Otros
Fisioterapeuta,Murcia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-03,abril,Otros
Comercial de ventas (telemarketing),Murcia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-03,abril,Otros
Albañiles,Las Palmas - Canarias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Canarias,2025-04-03,abril,Otros
"Program manager, hessen",Sin Especificar,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA,2025-04-03,abril,Otros
Pintores y-o empapeladores,Las Palmas - Canarias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Canarias,2025-04-03,abril,Otros
Técnico-a superior prevención riesgos laborales (huelva),Huelva - Andalucia - España,03/04/2025,18.000 - 20.999 Primera etapa de educación secundaria…,NA,18000-20999,18000,20999,20,SI,Andalucia,2025-04-03,abril,NA
Electromecánicos para montaje de vehículos y robótica (sector defensa),Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Técnico-a aa.dd y s.f en benidorm,Alicante - Comunidad Valenciana - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Comunidad Valenciana,2025-04-03,abril,Sin estudios
Educador-a ambiental - balears,Illes Balears - Baleares - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Baleares,2025-04-03,abril,Sin estudios
1,Girona - Cataluña - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Sin estudios
Monitor-a de suport a llagostera. ref. smntr,Girona - Cataluña - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Cataluna,2025-04-03,abril,Sin estudios
"Técnico de marketing y comunicación, barcelona",Barcelona - Cataluña - España,03/04/2025,30.000 - 33.000,Otros tipos de formación,30000-33000,30000,33000,32,SI,Cataluna,2025-04-03,abril,Otros
"Soporte sap fi-co, málaga",Malaga - Andalucia - España,03/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,Andalucia,2025-04-03,abril,Universidad
Educador-a ambiental - balears,Illes Balears - Baleares - España,03/04/2025,Sin especificar,Sin estudios,,NA,NA,NA,SI,Baleares,2025-04-03,abril,Sin estudios
Enfermer@ para torremayor .,Badajoz - Extremadura - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Extremadura,2025-04-03,abril,Otros
"Mic senior support, rzeczpospolita polska",Sin Especificar,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,NA,NA,2025-04-03,abril,FP/Bachiller
Auxiliares de enfermería de geriatría,Sta.cruz de Tenerife - Canarias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Canarias,2025-04-03,abril,Otros
"Ingeniero-a infraestructura middleware, hibrido",Madrid - España,03/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,Madrid,2025-04-03,abril,FP/Bachiller
"Recepcionistas en establecimientos distintos de oficinas, en general",Ourense - Galicia - España,03/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,Galicia,2025-04-03,abril,FP/Bachiller
Conductor-a de furgoneta recogida muestras clínicas (toledo),Toledo - Castilla la Mancha - España,03/04/2025,6.000,Enseñanzas universitarias oficiales de…,6000,6000,NA,72,SI,Castilla la Mancha,2025-04-03,abril,Universidad
Encofradores huesca y lleida,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Ganaderos.,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Administrativo-a cobros-tesoreria,Huesca - Aragon - España,03/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Aragon,2025-04-03,abril,FP/Bachiller
Personal limpieza industrial (nocturno),Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Auxiliar administrativo. atención al cliente.,Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
Oferta 2192-electricista (oficial de 1º) en madrid,Madrid - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-03,abril,Otros
"Maquinistas retroexcavadoras, buldócer, trailla-mototrailla (varios puestos)",Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Personal de limpieza industrial (horario nocturno),Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Personal de limpieza (ref. 1949),Asturias - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-03,abril,Otros
Soldadores de hilo,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Electricistas de mantenimiento y reparación-electricistas de fabricación,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
1 ayudante de cocina,Cantabria - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cantabria,2025-04-03,abril,Otros
Carretillero-operario transpaleta eléctrica (con plataforma),Murcia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-03,abril,Otros
Dependientes de recambios y accesorios de automóvil-empleados administrativos comerciales en general,Huesca - Aragon - España,03/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Aragon,2025-04-03,abril,FP/Bachiller
Conductores de camión rutas desde binéfar y-o monzón.,Huesca - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Operador-a de panel en planta termosolar,Murcia - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-03,abril,Otros
Mecánico-electromecánico mantenimiento industrial,Zaragoza - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
Ingeniero comercial (h-m_dos vacantes),Madrid,03/04/2025,24.000 - 24.000,Enseñanzas universitarias oficiales de…,24000-24000,24000,24000,24,NO,Madrid,2025-04-03,abril,Universidad
Dependiente-camarero en cine (torre outlet),Zaragoza - Aragon - España,03/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-03,abril,Otros
